epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.6457,0.5227,0.6672,0.7372,0.8234
2,0.5553,0.4964,0.7192,0.757,0.8408
3,0.5201,0.4803,0.7395,0.7665,0.8519
4,0.4936,0.4767,0.752,0.7805,0.8604
5,0.4761,0.4608,0.763,0.7768,0.867
6,0.4579,0.4685,0.7729,0.7702,0.8645
7,0.4512,0.4573,0.7757,0.7614,0.8708
8,0.4412,0.4751,0.7896,0.7797,0.8721
9,0.4229,0.4559,0.7948,0.7812,0.8746
10,0.4068,0.4504,0.7979,0.7783,0.877
11,0.402,0.4623,0.8034,0.7805,0.8794
12,0.3941,0.4738,0.8153,0.7812,0.8743
13,0.3827,0.4548,0.8152,0.7952,0.8815
14,0.3792,0.4825,0.8161,0.7878,0.876
15,0.3692,0.4545,0.8278,0.7878,0.8837
16,0.3569,0.4579,0.8343,0.79,0.8881
17,0.3565,0.4666,0.8377,0.7952,0.8857
18,0.3429,0.4971,0.8344,0.8032,0.8872
19,0.3297,0.4493,0.8491,0.8003,0.8896
20,0.3214,0.4813,0.851,0.7966,0.8884
21,0.3075,0.5021,0.8535,0.801,0.8894
22,0.3063,0.4948,0.8566,0.8003,0.8865
23,0.3007,0.509,0.8638,0.8106,0.8907
24,0.3045,0.5394,0.8592,0.8069,0.8904
25,0.2877,0.5466,0.8697,0.7907,0.8918
26,0.2896,0.5219,0.877,0.812,0.8956
27,0.2698,0.5391,0.8789,0.7907,0.8896
28,0.2652,0.5539,0.8796,0.7981,0.8938
29,0.2625,0.5442,0.8805,0.8054,0.8937
30,0.2501,0.5262,0.8923,0.8091,0.8991
31,0.2526,0.5288,0.8877,0.8025,0.8955
32,0.2407,0.5438,0.8935,0.7937,0.8896
33,0.2502,0.5601,0.8871,0.7952,0.8942
34,0.2297,0.541,0.9023,0.7988,0.8941
35,0.2315,0.5926,0.9014,0.801,0.8966
36,0.2153,0.5855,0.9084,0.8062,0.8985
37,0.2223,0.6399,0.9079,0.804,0.8975
38,0.2068,0.6265,0.9108,0.8062,0.8955
39,0.212,0.6416,0.9084,0.7988,0.8964
40,0.2049,0.6239,0.9123,0.7974,0.8947
41,0.2025,0.6424,0.9176,0.7981,0.895
42,0.188,0.6426,0.9218,0.8069,0.8948
43,0.1854,0.6688,0.9277,0.801,0.8959
44,0.1782,0.6415,0.9269,0.8128,0.8979
45,0.1636,0.6741,0.9326,0.7996,0.8964
46,0.1828,0.6657,0.9227,0.7981,0.8945
47,0.1722,0.6818,0.9266,0.8069,0.8946
48,0.1797,0.7038,0.9308,0.8032,0.8958
49,0.1651,0.7207,0.9326,0.8032,0.8967
50,0.1652,0.6926,0.9293,0.804,0.8955
