epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.6548,0.5047,0.6496,0.7504,0.8248
2,0.5727,0.4755,0.7003,0.7555,0.8426
3,0.5394,0.4675,0.7236,0.7651,0.8537
4,0.5251,0.4525,0.7331,0.7746,0.8607
5,0.4975,0.4471,0.754,0.7709,0.8659
6,0.4868,0.4546,0.7493,0.7753,0.867
7,0.4719,0.438,0.7647,0.7863,0.8768
8,0.454,0.434,0.7773,0.7856,0.8789
9,0.4399,0.4365,0.7805,0.793,0.877
10,0.4303,0.4292,0.7876,0.7893,0.8838
11,0.4154,0.4276,0.8007,0.7915,0.8843
12,0.4032,0.4157,0.8087,0.7893,0.8904
13,0.3915,0.4359,0.8131,0.7871,0.8853
14,0.4009,0.4172,0.8097,0.8084,0.8927
15,0.3787,0.443,0.8183,0.7878,0.8888
16,0.3729,0.4188,0.8212,0.793,0.8949
17,0.3573,0.4213,0.8304,0.804,0.897
18,0.3523,0.42,0.8317,0.8098,0.8974
19,0.3523,0.446,0.837,0.8091,0.8967
20,0.341,0.4379,0.8381,0.8186,0.9002
21,0.3233,0.424,0.8484,0.8091,0.9011
22,0.3219,0.4345,0.8541,0.8186,0.9015
23,0.3101,0.4547,0.8546,0.815,0.9028
24,0.3198,0.4406,0.8537,0.8047,0.8995
25,0.304,0.4439,0.8601,0.8025,0.9041
26,0.2863,0.4563,0.8667,0.8128,0.9041
27,0.2869,0.4782,0.8699,0.8003,0.8985
28,0.2686,0.4803,0.877,0.8062,0.8986
29,0.2672,0.4788,0.8836,0.8164,0.904
30,0.2596,0.4769,0.8845,0.8157,0.9042
31,0.2633,0.4986,0.8864,0.8054,0.9039
32,0.257,0.4908,0.8906,0.7988,0.9063
33,0.2424,0.518,0.8884,0.8106,0.9038
34,0.2499,0.5166,0.8902,0.8142,0.9003
35,0.2414,0.5175,0.8935,0.826,0.9067
36,0.2307,0.5697,0.9005,0.8194,0.9064
37,0.2307,0.5252,0.8945,0.8194,0.9082
38,0.2123,0.5325,0.9018,0.8245,0.9057
39,0.2302,0.5431,0.9049,0.8201,0.9107
40,0.1949,0.5567,0.9176,0.8164,0.9086
41,0.2102,0.5669,0.9077,0.8223,0.9095
42,0.2096,0.5902,0.9099,0.8106,0.9051
43,0.1929,0.5985,0.9165,0.8216,0.9082
44,0.198,0.5868,0.9185,0.8164,0.9069
45,0.1901,0.5648,0.9146,0.8135,0.905
46,0.1857,0.5541,0.9187,0.8098,0.9058
47,0.188,0.6272,0.9258,0.8186,0.9031
48,0.1821,0.6227,0.9202,0.8172,0.906
49,0.1715,0.5997,0.9246,0.8238,0.9101
50,0.165,0.6658,0.9275,0.8186,0.9036
51,0.1613,0.6224,0.9347,0.8157,0.9063
52,0.1496,0.641,0.937,0.8223,0.9058
53,0.1671,0.6483,0.9343,0.8238,0.9061
54,0.1555,0.6429,0.9352,0.815,0.9072
55,0.1416,0.6801,0.9409,0.8238,0.9046
56,0.1409,0.6723,0.9407,0.8201,0.9063
57,0.1489,0.6757,0.9336,0.8113,0.9047
58,0.1326,0.6647,0.9425,0.826,0.9066
59,0.1337,0.6867,0.9449,0.8194,0.9053
