epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.6366,0.5085,0.6566,0.7504,0.8205
2,0.554,0.4789,0.7195,0.754,0.8466
3,0.5318,0.4625,0.7239,0.7621,0.8594
4,0.5121,0.458,0.7399,0.7695,0.8634
5,0.4956,0.4524,0.7616,0.7606,0.8649
6,0.4751,0.449,0.7643,0.7783,0.8701
7,0.4552,0.4405,0.7773,0.7827,0.8761
8,0.4269,0.4326,0.7904,0.7841,0.8826
9,0.4187,0.448,0.8007,0.7863,0.8769
10,0.4171,0.4342,0.7968,0.7797,0.8852
11,0.4012,0.4365,0.8098,0.7687,0.886
12,0.384,0.434,0.8174,0.7988,0.8865
13,0.3769,0.4271,0.8223,0.7937,0.8885
14,0.3564,0.4266,0.8286,0.7996,0.888
15,0.3535,0.4359,0.8319,0.793,0.89
16,0.3354,0.4387,0.8392,0.7944,0.8904
17,0.329,0.4481,0.8473,0.7915,0.8864
18,0.3294,0.4823,0.8486,0.7797,0.8905
19,0.3126,0.4471,0.8548,0.7996,0.8951
20,0.2977,0.4516,0.8644,0.8142,0.8963
21,0.2826,0.4542,0.8721,0.793,0.8967
22,0.2879,0.4618,0.8732,0.7944,0.8929
23,0.2891,0.4882,0.8739,0.7907,0.8911
24,0.275,0.476,0.8763,0.8032,0.896
25,0.2543,0.5197,0.886,0.7753,0.8902
26,0.2626,0.4884,0.8805,0.7974,0.8938
27,0.2506,0.4995,0.8934,0.7996,0.8937
28,0.245,0.5269,0.8963,0.7974,0.8911
29,0.2406,0.5252,0.8943,0.7915,0.895
30,0.2217,0.5148,0.9046,0.7907,0.8917
31,0.2132,0.5384,0.9093,0.7944,0.8927
32,0.2035,0.5708,0.9146,0.8003,0.8896
33,0.1944,0.5446,0.9163,0.7915,0.8926
34,0.191,0.5322,0.9167,0.7907,0.8927
35,0.1924,0.558,0.9251,0.8018,0.8954
36,0.1847,0.5588,0.9207,0.793,0.8928
37,0.169,0.5819,0.931,0.7922,0.8933
38,0.1763,0.5571,0.9253,0.7885,0.8926
39,0.1636,0.598,0.9326,0.7856,0.8949
40,0.1695,0.5771,0.9312,0.7974,0.8947
41,0.1736,0.6017,0.9314,0.7937,0.8935
