epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.6375,0.5114,0.6599,0.7372,0.8263
2,0.551,0.5019,0.7151,0.7327,0.8352
3,0.5263,0.4748,0.7337,0.768,0.8561
4,0.4915,0.4697,0.7531,0.7673,0.8598
5,0.4669,0.4675,0.7627,0.7592,0.8579
6,0.4607,0.453,0.7702,0.7702,0.8719
7,0.4431,0.4587,0.7825,0.7665,0.8686
8,0.4269,0.4424,0.7922,0.779,0.877
9,0.4163,0.4396,0.7988,0.7856,0.884
10,0.4054,0.4418,0.8045,0.7805,0.8826
11,0.401,0.4317,0.8124,0.7952,0.8871
12,0.3821,0.4291,0.8146,0.7944,0.889
13,0.361,0.4544,0.8297,0.7966,0.8833
14,0.353,0.4359,0.8302,0.7915,0.8888
15,0.3504,0.4523,0.8377,0.7922,0.8859
16,0.3448,0.4315,0.8418,0.8032,0.8965
17,0.3301,0.4275,0.85,0.7966,0.9014
18,0.3176,0.4212,0.8594,0.8172,0.904
19,0.3053,0.4317,0.8627,0.812,0.8987
20,0.2948,0.4336,0.8763,0.8106,0.9004
21,0.2752,0.4456,0.8805,0.8135,0.9014
22,0.2669,0.5188,0.8794,0.7834,0.8844
23,0.2892,0.4593,0.8763,0.8084,0.9003
24,0.2637,0.4725,0.882,0.8032,0.8948
25,0.2536,0.4555,0.8926,0.804,0.8995
26,0.2527,0.4706,0.8913,0.8142,0.9021
27,0.253,0.4745,0.8996,0.8135,0.9038
28,0.2201,0.4776,0.9066,0.8128,0.9056
29,0.2328,0.4619,0.9012,0.8209,0.9098
30,0.2243,0.4916,0.9053,0.8084,0.9017
31,0.2262,0.5035,0.9064,0.812,0.9017
32,0.1965,0.5055,0.9189,0.801,0.8987
33,0.1956,0.5037,0.9192,0.8157,0.9072
34,0.1926,0.5263,0.9187,0.8098,0.898
35,0.1775,0.5221,0.9257,0.804,0.9014
36,0.1756,0.5654,0.9257,0.8003,0.9078
37,0.174,0.5213,0.9293,0.8142,0.9054
38,0.1693,0.5323,0.9347,0.8157,0.9048
39,0.1643,0.5868,0.929,0.8062,0.8951
40,0.1537,0.5697,0.9376,0.8047,0.9029
41,0.1515,0.5926,0.9405,0.8098,0.8994
42,0.1455,0.5765,0.9422,0.8062,0.8996
43,0.1373,0.567,0.9435,0.8069,0.9056
44,0.1283,0.584,0.9492,0.815,0.9047
45,0.1478,0.6173,0.9422,0.812,0.897
46,0.1258,0.5863,0.9512,0.8135,0.904
47,0.1308,0.6094,0.949,0.812,0.905
48,0.1339,0.6012,0.9479,0.8135,0.9073
49,0.1326,0.5915,0.9493,0.8106,0.9044
