epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.6466,0.5318,0.6593,0.7276,0.8019
2,0.5677,0.5201,0.7126,0.732,0.8237
3,0.52,0.4965,0.7307,0.7504,0.8383
4,0.4944,0.493,0.7513,0.7555,0.8495
5,0.4786,0.4783,0.7606,0.7636,0.8547
6,0.4654,0.4776,0.7684,0.7695,0.8626
7,0.4516,0.4751,0.7735,0.7599,0.8641
8,0.4272,0.4484,0.7915,0.7761,0.8738
9,0.4189,0.4563,0.7961,0.7974,0.8777
10,0.4115,0.4495,0.7935,0.7761,0.88
11,0.3957,0.4502,0.8062,0.7922,0.8839
12,0.3953,0.467,0.8142,0.7885,0.8838
13,0.383,0.4394,0.8232,0.8047,0.8916
14,0.3672,0.4614,0.8282,0.8032,0.8895
15,0.3601,0.4466,0.8308,0.8113,0.8922
16,0.3536,0.4413,0.8335,0.8128,0.898
17,0.3439,0.4731,0.8398,0.8069,0.8938
18,0.3304,0.4731,0.8499,0.7981,0.8917
19,0.3135,0.4797,0.8554,0.8062,0.8947
20,0.3086,0.4896,0.8588,0.8091,0.8952
21,0.3194,0.4695,0.8563,0.8091,0.9003
22,0.2972,0.4582,0.8671,0.8142,0.9008
23,0.2856,0.5067,0.8671,0.8128,0.8988
24,0.2666,0.5676,0.882,0.7952,0.8906
25,0.2695,0.535,0.8834,0.804,0.897
26,0.268,0.5173,0.8836,0.8047,0.9002
27,0.2629,0.5418,0.8836,0.8054,0.8988
28,0.2533,0.5811,0.8877,0.8018,0.8978
29,0.2404,0.5035,0.8945,0.8069,0.9009
30,0.2447,0.5602,0.895,0.7959,0.8977
31,0.2296,0.5804,0.9009,0.8069,0.8984
32,0.2227,0.5724,0.9025,0.8047,0.8972
33,0.2201,0.6151,0.9068,0.7944,0.8961
34,0.2142,0.5964,0.9146,0.8238,0.9023
35,0.2099,0.5739,0.9141,0.8135,0.8997
36,0.2056,0.6107,0.9161,0.8098,0.8988
37,0.1882,0.5702,0.9209,0.8113,0.9007
38,0.1863,0.6025,0.9249,0.8157,0.9011
39,0.1858,0.5812,0.9227,0.8201,0.9034
40,0.1806,0.6103,0.9242,0.8172,0.9008
41,0.1729,0.6307,0.9279,0.8157,0.9002
42,0.1855,0.6251,0.9247,0.8172,0.9033
43,0.1737,0.588,0.9229,0.8172,0.9034
44,0.1782,0.6544,0.9251,0.8209,0.9018
45,0.1666,0.6478,0.931,0.8142,0.9002
46,0.1646,0.6356,0.9323,0.8142,0.9002
47,0.1653,0.6308,0.9332,0.8164,0.9012
48,0.1661,0.6507,0.9284,0.8164,0.9013
49,0.1493,0.6453,0.9392,0.8209,0.903
50,0.156,0.6491,0.9348,0.8223,0.9017
51,0.1655,0.6872,0.9367,0.8223,0.9002
52,0.1548,0.6615,0.9354,0.8179,0.9018
53,0.1392,0.6887,0.9442,0.8164,0.9013
54,0.1447,0.676,0.9405,0.812,0.9014
55,0.1402,0.6791,0.9398,0.8135,0.9019
56,0.136,0.7014,0.9495,0.8186,0.9012
57,0.1416,0.7036,0.944,0.812,0.9006
58,0.1323,0.6658,0.9482,0.8201,0.9027
59,0.139,0.6831,0.9451,0.8179,0.9029
60,0.1534,0.7098,0.9464,0.8179,0.9043
61,0.1302,0.6968,0.9448,0.8113,0.9021
62,0.1275,0.7206,0.9497,0.8164,0.901
63,0.1374,0.7025,0.9504,0.8186,0.9023
64,0.1317,0.6936,0.9449,0.8142,0.9024
65,0.1189,0.729,0.9506,0.8201,0.9023
66,0.1391,0.6981,0.9493,0.8186,0.9034
67,0.1218,0.7058,0.9499,0.8186,0.9023
68,0.1401,0.7144,0.9448,0.8209,0.9026
69,0.1156,0.7274,0.9537,0.8186,0.9025
70,0.1288,0.7091,0.9473,0.8186,0.9034
71,0.1471,0.7414,0.9466,0.8172,0.904
72,0.1265,0.7388,0.9493,0.8128,0.9022
73,0.151,0.7476,0.9471,0.8172,0.9024
74,0.1403,0.7401,0.9453,0.815,0.902
75,0.1297,0.7534,0.9501,0.8179,0.9014
76,0.1236,0.77,0.9486,0.815,0.9002
77,0.13,0.7699,0.9497,0.8135,0.9017
78,0.1159,0.7542,0.9561,0.8179,0.9006
79,0.1142,0.763,0.9528,0.8186,0.9012
80,0.1153,0.716,0.9526,0.8238,0.9027
