epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.6613,0.5115,0.6417,0.7401,0.8207
2,0.5603,0.4803,0.7153,0.7636,0.8409
3,0.5336,0.4792,0.7293,0.757,0.8428
4,0.5098,0.459,0.7438,0.7797,0.8586
5,0.4871,0.4508,0.7605,0.7731,0.8654
6,0.4774,0.4353,0.761,0.7812,0.8709
7,0.4615,0.4321,0.7779,0.7915,0.8764
8,0.4437,0.4288,0.7884,0.7871,0.8814
9,0.4247,0.4271,0.7983,0.804,0.8846
10,0.4236,0.4226,0.803,0.7959,0.8863
11,0.4027,0.4341,0.8056,0.79,0.884
12,0.3928,0.432,0.8095,0.7856,0.8908
13,0.3877,0.4162,0.8141,0.7974,0.891
14,0.3814,0.4373,0.8199,0.7966,0.8968
15,0.3595,0.4228,0.8328,0.8106,0.896
16,0.3582,0.419,0.8282,0.8076,0.8952
17,0.3522,0.4289,0.8368,0.8091,0.898
18,0.3378,0.4097,0.8388,0.8062,0.9017
19,0.3358,0.4179,0.8412,0.8172,0.9031
20,0.3135,0.4588,0.8502,0.804,0.9002
21,0.3122,0.4223,0.8572,0.8128,0.9026
22,0.3044,0.4516,0.861,0.7981,0.8991
23,0.2903,0.4321,0.864,0.8135,0.905
24,0.2841,0.5073,0.8695,0.801,0.9039
25,0.2772,0.458,0.8765,0.8047,0.8942
26,0.2651,0.451,0.879,0.8091,0.9048
27,0.263,0.4684,0.8822,0.8128,0.9028
28,0.256,0.4707,0.8816,0.8194,0.9054
29,0.2624,0.4696,0.8829,0.8062,0.9032
30,0.242,0.5425,0.8928,0.7952,0.9003
31,0.2363,0.4899,0.8985,0.8194,0.9075
32,0.2516,0.4963,0.8963,0.812,0.9063
33,0.2283,0.5132,0.9,0.8098,0.9053
34,0.2241,0.4882,0.904,0.8164,0.9029
35,0.2072,0.5247,0.9088,0.815,0.9033
36,0.2222,0.5354,0.9097,0.815,0.9062
37,0.2099,0.5735,0.9091,0.7944,0.9002
38,0.1991,0.5745,0.9143,0.8054,0.9038
39,0.1987,0.552,0.9112,0.8003,0.9013
40,0.1965,0.5645,0.9141,0.8201,0.9085
41,0.182,0.5732,0.9236,0.8216,0.9067
42,0.1759,0.6079,0.9231,0.8054,0.9027
43,0.1731,0.5865,0.9246,0.8025,0.9027
44,0.1779,0.612,0.9253,0.8076,0.9076
45,0.1715,0.6104,0.9343,0.815,0.9089
46,0.1603,0.6316,0.9339,0.8164,0.9019
47,0.181,0.6417,0.9352,0.8172,0.9056
48,0.1515,0.6142,0.9403,0.8025,0.9068
49,0.1622,0.6104,0.9369,0.8142,0.9071
50,0.1522,0.7128,0.9383,0.804,0.9082
51,0.1433,0.6532,0.9381,0.8091,0.9056
52,0.1348,0.656,0.9446,0.8047,0.9027
53,0.1303,0.7403,0.9462,0.7944,0.902
54,0.1386,0.7035,0.9431,0.8062,0.9018
55,0.1455,0.7114,0.9477,0.812,0.9053
56,0.1294,0.7014,0.9499,0.8047,0.904
57,0.1177,0.6956,0.9519,0.815,0.9062
58,0.1162,0.7236,0.9525,0.8032,0.9039
59,0.1177,0.7452,0.9547,0.8098,0.9055
60,0.1237,0.7304,0.9488,0.8142,0.9058
61,0.1172,0.7029,0.9508,0.8194,0.9098
62,0.116,0.7281,0.9593,0.8179,0.9076
63,0.1018,0.7652,0.9611,0.8091,0.9018
64,0.1042,0.7959,0.9593,0.8186,0.9038
65,0.1186,0.7624,0.9574,0.8157,0.9074
66,0.0948,0.7672,0.9616,0.815,0.9047
67,0.0975,0.768,0.9559,0.8113,0.9046
68,0.1123,0.8063,0.9574,0.8084,0.9049
69,0.0976,0.7736,0.9615,0.8142,0.9069
70,0.0972,0.7808,0.9581,0.8142,0.9035
71,0.0939,0.7754,0.9635,0.8157,0.9082
72,0.0986,0.7654,0.9622,0.8179,0.9062
73,0.0933,0.8072,0.9633,0.8054,0.905
74,0.0934,0.8022,0.9677,0.8091,0.9098
75,0.1119,0.8208,0.9671,0.8098,0.9056
76,0.0848,0.808,0.9664,0.8003,0.9046
77,0.0942,0.8207,0.9605,0.8076,0.908
78,0.0827,0.7996,0.9686,0.812,0.9062
79,0.0902,0.8109,0.9624,0.812,0.9067
80,0.0898,0.8206,0.9668,0.8157,0.9059
81,0.0822,0.8203,0.9686,0.8128,0.9071
