epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.6768,0.5169,0.6678,0.7518,0.829
2,0.5351,0.5005,0.7271,0.7438,0.8369
3,0.5087,0.4801,0.7428,0.768,0.8501
4,0.4957,0.4655,0.745,0.768,0.8603
5,0.4662,0.4639,0.7673,0.7753,0.862
6,0.4592,0.4511,0.7744,0.7775,0.872
7,0.4592,0.466,0.7698,0.7717,0.8692
8,0.4328,0.4536,0.7876,0.7878,0.8743
9,0.4091,0.4431,0.7975,0.7907,0.8804
10,0.4112,0.4556,0.7986,0.7863,0.8772
11,0.4069,0.4563,0.8038,0.7717,0.8844
12,0.3908,0.4539,0.8087,0.7761,0.8872
13,0.3833,0.4588,0.8177,0.7915,0.887
14,0.3618,0.4342,0.8295,0.7981,0.8933
15,0.3644,0.4321,0.8286,0.793,0.8925
16,0.3415,0.4436,0.8365,0.7922,0.8942
17,0.3434,0.4325,0.8392,0.8032,0.8951
18,0.328,0.4391,0.8454,0.8025,0.8942
19,0.3159,0.451,0.8535,0.7996,0.8929
20,0.314,0.4374,0.8499,0.8047,0.8983
21,0.3011,0.4489,0.8645,0.8113,0.9001
22,0.2988,0.4936,0.8588,0.7981,0.8946
23,0.2869,0.4598,0.8651,0.8142,0.904
24,0.2743,0.4569,0.8772,0.8062,0.902
25,0.2758,0.4739,0.8759,0.8018,0.9018
26,0.2635,0.503,0.8864,0.8054,0.8971
27,0.2698,0.478,0.8776,0.7966,0.897
28,0.2505,0.4816,0.8941,0.8018,0.9001
29,0.2361,0.5132,0.8974,0.8003,0.9012
30,0.2485,0.5237,0.8926,0.7981,0.897
31,0.2295,0.5017,0.8974,0.815,0.9021
32,0.2179,0.5309,0.9016,0.7959,0.8979
33,0.2134,0.4984,0.9097,0.8076,0.9046
34,0.2103,0.5303,0.9091,0.815,0.9052
35,0.2059,0.5361,0.9121,0.8062,0.9029
36,0.2,0.5279,0.9139,0.8076,0.9047
37,0.2,0.5343,0.9099,0.8025,0.901
38,0.1949,0.5368,0.917,0.8025,0.9045
39,0.1838,0.6297,0.9231,0.8054,0.8976
40,0.1785,0.5587,0.9291,0.8003,0.901
41,0.1764,0.5806,0.9257,0.8091,0.9037
42,0.1749,0.6014,0.9266,0.79,0.8972
43,0.1648,0.5954,0.9336,0.801,0.9016
44,0.1545,0.5926,0.9332,0.8062,0.9067
45,0.162,0.6414,0.9345,0.8018,0.9008
46,0.1589,0.6224,0.9372,0.8084,0.9058
47,0.1467,0.6312,0.9398,0.804,0.9003
48,0.1384,0.6425,0.9418,0.8091,0.9057
49,0.1338,0.6407,0.9438,0.8157,0.9052
50,0.1725,0.6441,0.9418,0.8076,0.9052
51,0.1355,0.6559,0.9473,0.8047,0.9039
52,0.1325,0.6917,0.9455,0.8069,0.9022
53,0.1338,0.6833,0.9468,0.8018,0.902
54,0.1331,0.721,0.9479,0.804,0.9031
55,0.1175,0.7142,0.9537,0.815,0.9096
56,0.1292,0.7139,0.9514,0.8054,0.9026
57,0.1115,0.7392,0.9558,0.8062,0.9014
58,0.1156,0.7442,0.9543,0.8084,0.9022
59,0.1067,0.7582,0.9576,0.8106,0.9023
60,0.1095,0.7382,0.9536,0.812,0.9053
61,0.1033,0.7918,0.9613,0.7952,0.8999
62,0.1215,0.8944,0.9587,0.7988,0.9024
63,0.1273,0.7716,0.9604,0.8032,0.8997
64,0.1003,0.8291,0.9607,0.8054,0.8988
65,0.1104,0.8019,0.9561,0.8047,0.8983
66,0.1205,0.8148,0.9624,0.8076,0.9021
67,0.0953,0.8328,0.9651,0.812,0.9022
68,0.0833,0.8439,0.9673,0.8047,0.9018
69,0.076,0.8366,0.9693,0.8106,0.9018
70,0.0783,0.8404,0.9695,0.8091,0.9024
71,0.0823,0.856,0.9668,0.8025,0.9011
72,0.0761,0.8346,0.9693,0.8128,0.908
73,0.0878,0.843,0.9671,0.8047,0.9017
74,0.0773,0.8633,0.9693,0.8084,0.9032
75,0.0772,0.8537,0.969,0.8113,0.9054
