epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.6705,0.6072,0.6487,0.732,0.8002
2,0.5856,0.5556,0.7006,0.7482,0.8244
3,0.5447,0.5109,0.7208,0.7562,0.8439
4,0.5203,0.4841,0.7405,0.7768,0.8598
5,0.504,0.5062,0.7489,0.7863,0.8619
6,0.4874,0.5173,0.7575,0.7834,0.8647
7,0.4759,0.4853,0.7689,0.7834,0.8667
8,0.4681,0.5133,0.7748,0.7871,0.8663
9,0.4588,0.463,0.7706,0.7856,0.8757
10,0.4282,0.4887,0.7935,0.7937,0.8783
11,0.4253,0.4834,0.7898,0.7746,0.8784
12,0.4206,0.4771,0.7981,0.79,0.8794
13,0.4141,0.4676,0.7957,0.7937,0.8839
14,0.4031,0.4646,0.8056,0.7944,0.8864
15,0.4019,0.4852,0.8018,0.793,0.8825
16,0.3881,0.474,0.8108,0.8032,0.8883
17,0.3701,0.513,0.8223,0.8018,0.8848
18,0.3716,0.499,0.8216,0.8003,0.8859
19,0.3597,0.5672,0.8267,0.79,0.8831
20,0.3481,0.5116,0.8337,0.8076,0.8902
21,0.3476,0.5005,0.8339,0.7907,0.8926
22,0.342,0.5119,0.8445,0.8091,0.8942
23,0.3276,0.5119,0.8493,0.8076,0.896
24,0.3249,0.5321,0.8473,0.7959,0.894
25,0.3111,0.553,0.8554,0.8106,0.8943
26,0.3077,0.5248,0.8609,0.801,0.8953
27,0.2991,0.5225,0.8664,0.8106,0.8973
28,0.2965,0.5397,0.8627,0.8106,0.8995
29,0.2886,0.5452,0.8697,0.8142,0.8996
30,0.2889,0.5431,0.8733,0.8062,0.8975
31,0.2807,0.55,0.8711,0.8128,0.8984
32,0.2726,0.5312,0.8772,0.8157,0.9017
33,0.2629,0.5559,0.8853,0.8194,0.9029
34,0.2538,0.5798,0.8901,0.8113,0.9028
35,0.2622,0.588,0.8871,0.8142,0.901
36,0.2601,0.5677,0.8842,0.8157,0.9051
37,0.2349,0.5838,0.8979,0.8157,0.9023
38,0.2409,0.5934,0.8935,0.8113,0.9011
39,0.2302,0.6374,0.899,0.8018,0.9003
40,0.2159,0.6049,0.9088,0.8069,0.9016
41,0.2218,0.6022,0.9023,0.8069,0.9011
42,0.2264,0.6364,0.9079,0.8186,0.9034
43,0.2072,0.652,0.9112,0.8157,0.9042
44,0.2046,0.6612,0.9145,0.8157,0.9044
45,0.1965,0.7053,0.915,0.8025,0.9055
46,0.193,0.6427,0.9209,0.812,0.9055
47,0.188,0.6836,0.9185,0.8179,0.9046
48,0.1864,0.7326,0.9203,0.7996,0.9042
49,0.183,0.7151,0.924,0.8164,0.9023
50,0.1737,0.7283,0.9238,0.8157,0.9038
51,0.1761,0.6999,0.9271,0.8157,0.9022
52,0.167,0.7963,0.9269,0.815,0.9016
53,0.1699,0.7122,0.9286,0.8157,0.905
54,0.1636,0.8228,0.9341,0.7981,0.899
55,0.1529,0.787,0.9385,0.801,0.9
56,0.1558,0.8215,0.9354,0.812,0.902
57,0.1437,0.7753,0.9416,0.8142,0.904
58,0.1439,0.7854,0.9394,0.8157,0.9018
59,0.1393,0.8002,0.9449,0.8157,0.9029
60,0.144,0.8056,0.9427,0.8157,0.9023
61,0.126,0.8356,0.9449,0.8076,0.9023
62,0.1284,0.8138,0.9436,0.8172,0.9038
63,0.135,0.8456,0.9414,0.8106,0.9059
64,0.1316,0.835,0.9451,0.8098,0.902
65,0.1328,0.811,0.9482,0.8142,0.9037
66,0.1355,0.846,0.9501,0.8209,0.9027
67,0.1268,0.8169,0.946,0.8157,0.9054
68,0.124,0.865,0.9504,0.812,0.9019
69,0.1225,0.8987,0.9519,0.8179,0.9027
70,0.1272,0.8917,0.9501,0.815,0.9033
71,0.1306,0.8525,0.9481,0.8142,0.904
72,0.1127,0.8763,0.9574,0.8172,0.9057
73,0.1331,0.9006,0.9438,0.8091,0.9026
74,0.1128,0.8499,0.9548,0.8113,0.9042
75,0.1035,0.8719,0.9563,0.8186,0.9044
76,0.1124,0.859,0.9548,0.8164,0.9063
77,0.1082,0.9118,0.9548,0.815,0.9043
78,0.11,0.9149,0.9523,0.8157,0.9044
79,0.1312,0.9148,0.9613,0.8128,0.9052
80,0.1005,0.9174,0.9596,0.8091,0.9026
81,0.1081,0.9315,0.955,0.8113,0.9021
82,0.1038,0.904,0.9604,0.8113,0.9044
83,0.1135,0.9146,0.9515,0.815,0.9035
84,0.1004,0.8983,0.9585,0.8179,0.9047
85,0.0965,0.9466,0.9598,0.8164,0.9057
86,0.1017,0.9075,0.9609,0.8201,0.9052
87,0.1011,0.8895,0.9591,0.8179,0.9048
88,0.1044,0.9058,0.9563,0.8194,0.9045
89,0.1116,0.9472,0.9526,0.8164,0.9032
90,0.1045,0.947,0.9581,0.8164,0.9045
91,0.1033,0.9101,0.957,0.8135,0.9043
92,0.0947,0.9392,0.9611,0.8164,0.9045
93,0.105,0.8922,0.958,0.8216,0.9068
94,0.0931,0.9148,0.9629,0.8179,0.9061
95,0.1154,0.9387,0.9589,0.8186,0.9049
96,0.0867,0.935,0.9642,0.8179,0.9048
97,0.0917,0.9223,0.9627,0.815,0.9043
98,0.0927,0.9598,0.9644,0.8157,0.9041
99,0.1057,0.9246,0.962,0.8194,0.9051
100,0.1009,0.9833,0.9618,0.8106,0.9038
