epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.8077,0.5325,0.5909,0.7349,0.8173
2,0.5996,0.4977,0.6902,0.7474,0.8361
3,0.5451,0.4826,0.7238,0.7628,0.8502
4,0.5241,0.4751,0.7375,0.768,0.8555
5,0.5009,0.4579,0.7485,0.7753,0.8648
6,0.4869,0.4524,0.7586,0.7797,0.8668
7,0.4781,0.4498,0.7594,0.7775,0.8725
8,0.456,0.4367,0.777,0.7783,0.8777
9,0.4475,0.4431,0.777,0.7628,0.8771
10,0.4395,0.4414,0.7863,0.7768,0.8831
11,0.423,0.4597,0.7874,0.779,0.8803
12,0.4226,0.4329,0.7948,0.7805,0.8853
13,0.4169,0.4455,0.7941,0.7783,0.8861
14,0.406,0.457,0.7997,0.7775,0.8849
15,0.39,0.4416,0.8163,0.7878,0.8902
16,0.3921,0.4348,0.8115,0.7812,0.894
17,0.3786,0.4386,0.8192,0.7805,0.894
18,0.3753,0.4762,0.8243,0.768,0.8929
19,0.3681,0.4657,0.8242,0.7996,0.8926
20,0.3644,0.4576,0.8295,0.7988,0.8947
21,0.3535,0.488,0.8368,0.7797,0.8944
22,0.3364,0.4766,0.8451,0.7871,0.8932
23,0.3292,0.4678,0.8427,0.7907,0.898
24,0.3185,0.485,0.8568,0.8054,0.8951
25,0.3121,0.5099,0.8566,0.79,0.8974
26,0.3117,0.5045,0.8609,0.7988,0.9016
27,0.3022,0.5082,0.8634,0.7863,0.9025
28,0.2952,0.5835,0.8651,0.7827,0.8966
29,0.2914,0.5231,0.8689,0.7878,0.9014
30,0.2714,0.5462,0.8818,0.793,0.9021
31,0.267,0.5476,0.8801,0.7841,0.894
32,0.2662,0.6316,0.8829,0.7841,0.9013
33,0.255,0.575,0.8866,0.7959,0.9011
34,0.2631,0.5982,0.8833,0.7885,0.9007
35,0.2524,0.6181,0.891,0.7885,0.8989
36,0.2438,0.5944,0.8901,0.7996,0.9016
37,0.2524,0.672,0.8888,0.7952,0.8998
38,0.2444,0.6435,0.8935,0.8069,0.9028
39,0.2169,0.5776,0.9051,0.8069,0.9067
40,0.2205,0.5998,0.9038,0.801,0.9091
41,0.2144,0.7051,0.9058,0.7907,0.9031
42,0.2307,0.6345,0.9027,0.7952,0.9063
43,0.2027,0.6335,0.9156,0.8003,0.9028
44,0.1997,0.7876,0.9174,0.7959,0.9026
45,0.1918,0.765,0.9209,0.8025,0.902
46,0.1908,0.7111,0.922,0.8135,0.9049
47,0.1781,0.7418,0.9235,0.7922,0.9035
48,0.1862,0.7258,0.922,0.7944,0.9049
49,0.1809,0.8533,0.9262,0.7783,0.8986
50,0.1717,0.7127,0.9269,0.801,0.903
51,0.1719,0.7698,0.9262,0.7915,0.9043
52,0.1562,0.7389,0.9295,0.7952,0.9055
53,0.1524,0.7646,0.9365,0.7922,0.9026
54,0.1496,0.7239,0.9387,0.8032,0.9062
55,0.1598,0.8254,0.935,0.7959,0.9022
56,0.1495,0.7279,0.9394,0.7981,0.9067
57,0.1492,0.7555,0.9385,0.801,0.9058
58,0.1556,0.7466,0.9356,0.7893,0.9069
59,0.141,0.743,0.9391,0.8106,0.9083
60,0.1448,0.7898,0.9405,0.8047,0.9067
