epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.7345,0.6667,0.6323,0.7342,0.8095
2,0.5926,0.5729,0.6894,0.7518,0.8207
3,0.5619,0.5315,0.7052,0.7548,0.8368
4,0.5302,0.5166,0.7274,0.7651,0.8503
5,0.5018,0.5013,0.7401,0.7768,0.8556
6,0.4958,0.5047,0.7537,0.7753,0.8553
7,0.4763,0.4915,0.7606,0.7746,0.8587
8,0.4699,0.4859,0.7693,0.7885,0.8686
9,0.4538,0.4812,0.7762,0.7959,0.8714
10,0.4452,0.461,0.7794,0.7981,0.8774
11,0.4389,0.4608,0.7808,0.7959,0.8833
12,0.4188,0.4706,0.7952,0.8018,0.8853
13,0.408,0.4749,0.804,0.793,0.8847
14,0.4024,0.4916,0.8049,0.7746,0.8725
15,0.3966,0.449,0.8047,0.7996,0.8936
16,0.3833,0.4689,0.8124,0.8018,0.8921
17,0.3673,0.4634,0.8232,0.7974,0.8902
18,0.3706,0.4685,0.8256,0.8106,0.8986
19,0.3568,0.4595,0.8319,0.8106,0.8987
20,0.3585,0.4869,0.8357,0.8069,0.8914
21,0.3469,0.468,0.8387,0.812,0.9054
22,0.332,0.4724,0.8475,0.8025,0.9019
23,0.3321,0.5254,0.8515,0.8062,0.8913
24,0.3181,0.499,0.8548,0.812,0.9012
25,0.313,0.4883,0.8581,0.8164,0.9053
26,0.3045,0.4948,0.8616,0.8091,0.9046
27,0.2927,0.4957,0.8653,0.8157,0.9071
28,0.2899,0.5458,0.8678,0.8135,0.901
29,0.29,0.538,0.8715,0.812,0.9059
30,0.2854,0.5358,0.8746,0.8128,0.9005
31,0.2663,0.5403,0.8844,0.8231,0.9081
32,0.2691,0.5279,0.8796,0.8113,0.902
33,0.2827,0.5794,0.8869,0.826,0.9053
34,0.2564,0.549,0.8884,0.8164,0.9049
35,0.2509,0.5565,0.8932,0.8098,0.9028
36,0.2565,0.6045,0.8948,0.8231,0.9053
37,0.2412,0.5517,0.8994,0.8142,0.9063
38,0.2279,0.6004,0.899,0.8135,0.9011
39,0.2383,0.6128,0.895,0.812,0.9037
40,0.2185,0.5886,0.9077,0.8223,0.9097
41,0.2234,0.6058,0.9066,0.8142,0.9049
42,0.2275,0.6188,0.9007,0.8179,0.9032
43,0.2111,0.6144,0.9108,0.8172,0.9036
44,0.2072,0.6417,0.9073,0.8304,0.9043
45,0.1997,0.6404,0.9159,0.8267,0.9061
46,0.1974,0.64,0.9187,0.812,0.9075
47,0.2025,0.689,0.9253,0.8157,0.9011
48,0.1779,0.664,0.9255,0.8245,0.9098
49,0.1743,0.6548,0.9264,0.8223,0.9089
50,0.1803,0.68,0.9244,0.8194,0.9091
51,0.1699,0.7235,0.924,0.8267,0.9084
52,0.1577,0.7462,0.9369,0.8231,0.9048
53,0.1562,0.7439,0.9392,0.8223,0.9076
54,0.1405,0.7476,0.9444,0.8245,0.9062
55,0.1649,0.7684,0.9356,0.8186,0.9066
56,0.149,0.7078,0.9396,0.8238,0.9116
57,0.1513,0.773,0.935,0.826,0.9087
58,0.1494,0.7444,0.9358,0.8194,0.9086
59,0.1441,0.7148,0.9403,0.8341,0.9132
60,0.1418,0.7451,0.9385,0.8245,0.9095
61,0.1404,0.783,0.9438,0.8216,0.9073
62,0.1368,0.7691,0.946,0.8128,0.9062
63,0.1284,0.8216,0.9444,0.8245,0.907
64,0.1365,0.8437,0.9435,0.8179,0.9005
65,0.136,0.8104,0.9444,0.8098,0.9016
66,0.1371,0.8042,0.9435,0.8172,0.9039
67,0.1427,0.7939,0.9431,0.8253,0.9096
68,0.1333,0.813,0.9457,0.8223,0.9104
69,0.134,0.8073,0.9435,0.8128,0.9069
70,0.1247,0.8464,0.9523,0.8186,0.9052
71,0.126,0.8127,0.9495,0.8253,0.9087
72,0.1198,0.8322,0.9506,0.8186,0.9044
73,0.1164,0.857,0.9554,0.8179,0.9048
74,0.1201,0.8738,0.9493,0.8297,0.9059
75,0.1102,0.8277,0.9583,0.8201,0.9097
76,0.123,0.8714,0.9501,0.8172,0.9028
77,0.1187,0.8203,0.9493,0.8223,0.9102
78,0.11,0.8793,0.9587,0.8238,0.908
79,0.1201,0.8459,0.9545,0.8223,0.909
