epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.6782,0.5395,0.6481,0.7217,0.802
2,0.5636,0.5142,0.7148,0.7335,0.8272
3,0.5328,0.5019,0.7353,0.7379,0.8384
4,0.4932,0.4942,0.7493,0.7357,0.8493
5,0.4802,0.4814,0.7687,0.7533,0.8597
6,0.4683,0.4781,0.7718,0.7614,0.863
7,0.4558,0.4708,0.7794,0.7577,0.8711
8,0.4337,0.4649,0.7876,0.7812,0.8742
9,0.4211,0.4897,0.7964,0.7687,0.8715
10,0.4205,0.467,0.801,0.7717,0.8743
11,0.3916,0.4522,0.8133,0.79,0.8811
12,0.3874,0.4449,0.8229,0.7952,0.8845
13,0.3679,0.4589,0.8284,0.7996,0.8863
14,0.3713,0.4491,0.8278,0.804,0.8872
15,0.3616,0.4463,0.8304,0.8003,0.8928
16,0.3395,0.4685,0.8388,0.8054,0.8918
17,0.3315,0.4587,0.851,0.8025,0.8904
18,0.3224,0.5043,0.8524,0.7981,0.889
19,0.3117,0.4648,0.8616,0.8032,0.8906
20,0.3048,0.4905,0.8636,0.7988,0.8912
21,0.2886,0.5026,0.8704,0.8062,0.8931
22,0.2756,0.4848,0.8732,0.8047,0.8954
23,0.2754,0.4853,0.875,0.815,0.8965
24,0.2597,0.5245,0.8884,0.8091,0.8942
25,0.274,0.5334,0.8829,0.804,0.8904
26,0.2422,0.5633,0.8945,0.8032,0.8899
27,0.2435,0.5467,0.8983,0.8091,0.8942
28,0.226,0.5576,0.9029,0.8091,0.8953
29,0.2303,0.5467,0.9057,0.8069,0.8979
30,0.2123,0.5935,0.906,0.8113,0.8934
31,0.2076,0.5769,0.9095,0.8091,0.8964
32,0.2052,0.5687,0.9145,0.8084,0.8973
33,0.2122,0.6037,0.9185,0.8128,0.8939
34,0.1968,0.5957,0.9154,0.8091,0.8953
35,0.1931,0.6562,0.9163,0.7981,0.8909
36,0.1892,0.5954,0.9174,0.8091,0.8955
37,0.1706,0.612,0.9264,0.8157,0.8985
38,0.1878,0.7323,0.9225,0.7915,0.888
39,0.1741,0.6451,0.9308,0.8098,0.8988
40,0.1666,0.6452,0.9293,0.8142,0.8972
41,0.1605,0.6559,0.9343,0.8106,0.897
42,0.1649,0.7629,0.9325,0.7907,0.8895
43,0.1513,0.6936,0.9363,0.8076,0.8939
44,0.1573,0.7211,0.9358,0.8076,0.8957
45,0.1391,0.6339,0.9405,0.8164,0.8989
46,0.1393,0.7856,0.9433,0.7974,0.8878
47,0.1437,0.6992,0.9392,0.8091,0.8936
48,0.1335,0.7189,0.9427,0.8062,0.8967
49,0.1343,0.7929,0.9431,0.7974,0.8885
50,0.1401,0.7366,0.9479,0.8209,0.896
51,0.126,0.7671,0.9486,0.8179,0.8951
52,0.1361,0.734,0.9552,0.8172,0.8988
53,0.109,0.7995,0.9559,0.8069,0.8908
54,0.1121,0.7777,0.9583,0.8142,0.8957
55,0.1146,0.7638,0.9552,0.815,0.8981
56,0.1124,0.812,0.9565,0.8106,0.8946
57,0.1019,0.8035,0.962,0.8179,0.8964
58,0.103,0.7913,0.9585,0.8142,0.8974
59,0.0987,0.8072,0.9591,0.8164,0.8945
60,0.0997,0.8312,0.9574,0.812,0.8943
61,0.0979,0.8014,0.9604,0.8172,0.8966
62,0.0909,0.7906,0.9644,0.8179,0.8982
63,0.0896,0.8135,0.9659,0.8194,0.8965
64,0.0893,0.8093,0.9653,0.8216,0.8965
65,0.0797,0.845,0.9675,0.8209,0.8942
