epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.8119,0.5281,0.605,0.7188,0.824
2,0.5862,0.4827,0.7003,0.7526,0.8429
3,0.5484,0.4712,0.7289,0.7526,0.8534
4,0.5115,0.4545,0.7472,0.7665,0.8631
5,0.4829,0.4531,0.7627,0.7739,0.8666
6,0.4729,0.4493,0.7695,0.7724,0.873
7,0.4468,0.4607,0.7792,0.7555,0.8706
8,0.4312,0.4459,0.7862,0.7695,0.875
9,0.4313,0.4404,0.7953,0.7783,0.8765
10,0.4092,0.4349,0.8007,0.7885,0.8785
11,0.396,0.4296,0.8111,0.7849,0.882
12,0.3844,0.4299,0.819,0.7805,0.8829
13,0.3865,0.4358,0.8225,0.7797,0.8888
14,0.3593,0.4193,0.8291,0.7783,0.8872
15,0.3554,0.4199,0.8357,0.8003,0.8932
16,0.349,0.442,0.8361,0.7849,0.8905
17,0.3284,0.4289,0.8495,0.7878,0.8943
18,0.3228,0.4477,0.851,0.7922,0.8905
19,0.3165,0.4464,0.8522,0.7863,0.8908
20,0.3009,0.4503,0.8622,0.801,0.888
21,0.3027,0.5088,0.8678,0.7768,0.8906
22,0.3041,0.4515,0.8651,0.8018,0.8958
23,0.2841,0.4916,0.8735,0.7922,0.8928
24,0.2835,0.4581,0.8748,0.8003,0.8928
25,0.2717,0.462,0.882,0.8047,0.8984
26,0.2618,0.4696,0.8842,0.8032,0.8953
27,0.2483,0.4979,0.8952,0.7849,0.8855
28,0.2406,0.4815,0.893,0.8047,0.8971
29,0.2206,0.5069,0.902,0.7863,0.8927
30,0.2308,0.505,0.9,0.7952,0.9011
31,0.2267,0.4946,0.902,0.7966,0.8971
32,0.2174,0.5214,0.9058,0.7937,0.8851
33,0.2232,0.5186,0.904,0.8084,0.8967
34,0.2086,0.526,0.9146,0.8047,0.8989
35,0.196,0.5662,0.9161,0.7959,0.8946
36,0.1999,0.5124,0.9181,0.8062,0.8981
37,0.1705,0.5564,0.9268,0.8113,0.9019
38,0.1847,0.5823,0.9192,0.7893,0.8878
39,0.1799,0.5751,0.9238,0.7893,0.9009
40,0.1704,0.6149,0.9291,0.79,0.8972
41,0.1625,0.6319,0.9341,0.7761,0.8919
42,0.1641,0.6394,0.9312,0.7885,0.8982
43,0.1609,0.5908,0.9304,0.8098,0.8982
44,0.1666,0.612,0.9365,0.79,0.8972
45,0.1632,0.6201,0.9339,0.8025,0.9003
46,0.1389,0.6347,0.9413,0.7974,0.8983
47,0.1511,0.6769,0.938,0.7944,0.9005
48,0.1543,0.6821,0.944,0.8128,0.8952
49,0.126,0.6357,0.9486,0.7981,0.9011
50,0.1221,0.669,0.9504,0.8069,0.9004
51,0.1239,0.6794,0.9475,0.8062,0.8978
52,0.1242,0.675,0.9519,0.8069,0.9003
53,0.1194,0.6861,0.9528,0.7937,0.8984
54,0.1109,0.7202,0.9541,0.8062,0.8985
55,0.1014,0.7406,0.9616,0.7952,0.9
56,0.1097,0.7113,0.9572,0.7959,0.8979
57,0.1018,0.7315,0.9585,0.8003,0.8997
