epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.6267,0.4952,0.672,0.7438,0.832
2,0.5539,0.4673,0.7171,0.7606,0.8533
3,0.5153,0.4633,0.748,0.7643,0.8532
4,0.5089,0.4619,0.7498,0.7599,0.8567
5,0.4804,0.4425,0.7649,0.7731,0.8689
6,0.4573,0.4363,0.7768,0.7849,0.8717
7,0.4404,0.4403,0.7885,0.779,0.8752
8,0.4299,0.4368,0.7891,0.7871,0.88
9,0.4246,0.4345,0.7926,0.7871,0.8813
10,0.4091,0.4185,0.8064,0.7944,0.8869
11,0.3919,0.4314,0.8104,0.7952,0.8857
12,0.3898,0.4357,0.8179,0.7827,0.8863
13,0.3801,0.4167,0.8214,0.7952,0.8927
14,0.3586,0.4244,0.8297,0.7996,0.8915
15,0.351,0.4294,0.8304,0.7974,0.8911
16,0.3424,0.4251,0.8418,0.7871,0.89
17,0.3323,0.4376,0.8465,0.801,0.8942
18,0.3176,0.4413,0.8508,0.7937,0.8916
19,0.3082,0.4306,0.8585,0.7981,0.8969
20,0.3203,0.4408,0.8568,0.7981,0.8962
21,0.2993,0.4764,0.8699,0.7922,0.8915
22,0.2874,0.4834,0.8688,0.7952,0.8945
23,0.2817,0.4724,0.8713,0.804,0.8974
24,0.2822,0.457,0.8759,0.7996,0.8978
25,0.2636,0.4873,0.8807,0.7944,0.8919
26,0.2511,0.4851,0.8915,0.8062,0.8973
27,0.2449,0.4907,0.8943,0.7988,0.8951
28,0.2366,0.5327,0.8985,0.7907,0.8978
29,0.2351,0.5015,0.897,0.8032,0.8942
30,0.2247,0.5203,0.9003,0.8025,0.8959
31,0.2183,0.5134,0.906,0.8025,0.8976
32,0.2077,0.5253,0.9117,0.8062,0.8927
33,0.2263,0.5235,0.9036,0.7944,0.8953
34,0.2189,0.5624,0.9139,0.7988,0.8929
35,0.1936,0.5434,0.9159,0.7944,0.8941
36,0.181,0.5387,0.9213,0.801,0.8984
37,0.1817,0.5599,0.924,0.8076,0.9037
38,0.1672,0.5552,0.9288,0.8054,0.9001
39,0.1666,0.5729,0.9302,0.7988,0.895
40,0.1557,0.5822,0.9352,0.8025,0.8968
41,0.1617,0.5926,0.9343,0.8054,0.8968
42,0.165,0.5884,0.9317,0.7996,0.8953
43,0.1552,0.5934,0.9325,0.8032,0.8975
44,0.1488,0.6104,0.9361,0.7988,0.8954
45,0.1613,0.6186,0.9326,0.7981,0.8976
46,0.1531,0.6569,0.9369,0.7944,0.8913
47,0.1466,0.6329,0.9385,0.7937,0.895
48,0.1552,0.6211,0.9394,0.8091,0.8979
49,0.1406,0.6162,0.9442,0.7988,0.8988
50,0.1345,0.662,0.9473,0.8018,0.8993
51,0.1427,0.6277,0.9416,0.7974,0.896
52,0.14,0.6512,0.9431,0.7966,0.8959
53,0.1274,0.6519,0.9468,0.7974,0.8946
54,0.1225,0.6566,0.9486,0.7937,0.8948
55,0.1251,0.6662,0.9471,0.7974,0.8954
56,0.1414,0.6617,0.942,0.7974,0.8968
57,0.1413,0.667,0.9473,0.8054,0.897
