epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.6269,0.5277,0.6601,0.7276,0.8119
2,0.5543,0.5116,0.7109,0.7438,0.8261
3,0.5251,0.4953,0.7412,0.7526,0.8357
4,0.5001,0.4703,0.7513,0.757,0.8525
5,0.4833,0.4722,0.7614,0.7621,0.8567
6,0.4667,0.4564,0.7718,0.768,0.8643
7,0.4463,0.4467,0.7825,0.7834,0.8719
8,0.4387,0.4359,0.7852,0.7863,0.8777
9,0.423,0.4398,0.7937,0.7841,0.8815
10,0.4158,0.4347,0.8005,0.7922,0.8809
11,0.3961,0.4393,0.8069,0.7944,0.882
12,0.3865,0.4325,0.8194,0.7907,0.8873
13,0.3788,0.4266,0.8236,0.7944,0.8894
14,0.3632,0.4239,0.8313,0.793,0.8905
15,0.3539,0.4358,0.8372,0.79,0.8899
16,0.3568,0.4274,0.8355,0.7959,0.8959
17,0.3316,0.4314,0.8495,0.7893,0.8939
18,0.3225,0.4383,0.8524,0.8076,0.8983
19,0.3149,0.4394,0.8565,0.801,0.8995
20,0.3109,0.4303,0.8623,0.8047,0.8976
21,0.3007,0.434,0.8675,0.7974,0.9004
22,0.2873,0.4459,0.8726,0.8054,0.9001
23,0.2755,0.4543,0.8748,0.8018,0.8988
24,0.2713,0.4593,0.8829,0.8018,0.8992
25,0.2708,0.4541,0.8798,0.8091,0.9007
26,0.2535,0.4463,0.8877,0.8091,0.9051
27,0.2493,0.4711,0.8908,0.8047,0.8966
28,0.2439,0.4669,0.8965,0.812,0.9025
29,0.2383,0.4861,0.8917,0.8076,0.9053
30,0.2273,0.4799,0.9001,0.8076,0.9025
31,0.222,0.525,0.9044,0.7885,0.8968
32,0.2252,0.5035,0.9093,0.8084,0.8985
33,0.2104,0.5338,0.9097,0.7944,0.9009
34,0.2144,0.5338,0.9161,0.801,0.8999
35,0.1914,0.5055,0.9216,0.7959,0.9002
36,0.1905,0.5813,0.9163,0.7863,0.9
37,0.1785,0.5404,0.924,0.8025,0.9003
38,0.1856,0.5757,0.9277,0.8047,0.9018
39,0.1755,0.6208,0.9257,0.7974,0.8999
40,0.1767,0.5441,0.9233,0.8032,0.9057
41,0.1691,0.6025,0.9302,0.8084,0.9013
42,0.1661,0.5633,0.9312,0.8084,0.9017
43,0.1585,0.5793,0.9381,0.804,0.9026
44,0.1678,0.6123,0.9326,0.8091,0.9015
45,0.1562,0.6432,0.937,0.8098,0.9004
46,0.1452,0.6383,0.9413,0.7952,0.9013
47,0.1385,0.6158,0.9427,0.812,0.9037
48,0.1344,0.6349,0.9444,0.8091,0.9022
49,0.1439,0.6441,0.9435,0.8091,0.9034
50,0.1232,0.6451,0.9503,0.8069,0.9039
51,0.1453,0.6288,0.9448,0.8084,0.904
52,0.1321,0.6599,0.9526,0.8164,0.9045
53,0.1118,0.6449,0.955,0.8157,0.9043
54,0.1024,0.67,0.9583,0.8201,0.9063
55,0.1108,0.6884,0.9587,0.8113,0.9056
56,0.1007,0.6812,0.962,0.8098,0.905
57,0.1066,0.7025,0.9618,0.8157,0.9036
58,0.0942,0.6883,0.9616,0.8194,0.906
59,0.0945,0.6837,0.9653,0.8135,0.9059
60,0.1182,0.7083,0.9554,0.8062,0.9025
61,0.0913,0.7225,0.9635,0.812,0.9025
62,0.0931,0.7214,0.9626,0.8128,0.9037
63,0.0978,0.7332,0.9629,0.8135,0.9026
64,0.0908,0.7459,0.9679,0.8106,0.9052
65,0.0985,0.7531,0.966,0.8098,0.9025
66,0.0788,0.735,0.969,0.8172,0.903
67,0.0792,0.7212,0.9688,0.8113,0.903
68,0.0853,0.7551,0.967,0.8098,0.9029
69,0.085,0.7751,0.9664,0.8113,0.9014
70,0.0768,0.7627,0.9712,0.815,0.9024
71,0.0944,0.7829,0.9671,0.8186,0.905
72,0.0883,0.7554,0.9649,0.8186,0.9041
73,0.0775,0.7519,0.9714,0.8172,0.9042
74,0.0902,0.7616,0.9682,0.8209,0.9037
